Operación;Total Nacional;Comunidades y Ciudades Autónomas;Periodo;Total
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2021M11;3,92
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2021M10;3,27
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2021M09;3,4
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2021M08;5,47
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2021M07;4,15
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2021M06;3,22
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2021M05;3,56
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2021M04;3,77
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2021M03;3,56
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2021M02;3,99
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2021M01;3,99
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2020M12;3,68
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2020M11;5,26
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2020M10;3,69
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2020M09;3,43
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2020M08;5,81
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2020M07;4,33
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2020M06;2,71
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2020M05;2,8
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2020M04;.
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2020M03;3,11
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2020M02;2,29
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2020M01;2,77
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2019M12;3,07
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2019M11;2,4
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2019M10;2,31
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2019M09;2,9
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2019M08;5,81
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2019M07;4,06
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2019M06;2,63
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2019M05;2,52
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2019M04;3,53
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2019M03;2,36
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2019M02;2,57
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2019M01;2,48
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2018M12;3,06
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2018M11;2,4
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2018M10;2,48
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2018M09;2,46
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2018M08;5,41
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2018M07;4,28
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2018M06;2,44
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2018M05;2,04
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2018M04;2,42
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2018M03;2,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2018M02;2,82
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2018M01;2,65
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2017M12;2,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2017M11;2,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2017M10;2,35
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2017M09;1,89
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2017M08;5,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2017M07;3,71
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2017M06;2,13
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2017M05;1,9
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2017M04;2,7
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2017M03;2,04
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2017M02;2,11
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2017M01;2,96
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2016M12;2,79
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2016M11;2,14
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2016M10;2,27
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2016M09;1,92
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2016M08;4,46
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2016M07;3,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2016M06;1,82
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2016M05;1,76
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2016M04;2,05
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2016M03;2,78
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2016M02;2,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2016M01;2,75
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2015M12;2,83
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2015M11;2,31
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2015M10;2,27
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2015M09;1,87
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2015M08;4,67
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2015M07;3,53
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2015M06;1,84
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2015M05;1,85
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2015M04;2,46
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2015M03;2,16
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2015M02;2,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2015M01;2,68
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2014M12;2,68
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2014M11;2
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2014M10;1,93
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2014M09;2,25
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2014M08;4,42
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2014M07;3,26
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2014M06;1,95
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2014M05;1,97
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2014M04;2,77
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2014M03;1,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2014M02;2,14
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;15 Navarra, Comunidad Foral de;2014M01;2,11
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2025M02;1,93
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2025M01;2,5
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2024M12;2,41
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2024M11;2,22
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2024M10;2,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2024M09;2,27
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2024M08;3,39
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2024M07;3,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2024M06;2,35
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2024M05;2,06
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2024M04;2,25
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2024M03;2,4
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2024M02;2,34
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2024M01;2,48
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2023M12;2,59
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2023M11;2,38
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2023M10;2,35
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2023M09;2,41
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2023M08;3,57
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2023M07;2,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2023M06;2,13
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2023M05;2,11
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2023M04;2,45
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2023M03;2,2
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2023M02;2,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2023M01;2,48
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2022M12;2,43
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2022M11;2,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2022M10;2,24
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2022M09;2,26
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2022M08;3,58
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2022M07;2,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2022M06;2,29
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2022M05;2,2
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2022M04;2,46
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2022M03;2,19
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2022M02;2,3
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2022M01;2,34
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2021M12;2,69
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2021M11;2,27
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2021M10;2,36
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2021M09;2,38
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2021M08;3,73
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2021M07;3,14
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2021M06;2,28
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2021M05;2,47
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2021M04;3,1
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2021M03;2,82
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2021M02;5,35
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2021M01;4,15
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2020M12;3,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2020M11;5,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2020M10;2,63
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2020M09;2,56
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2020M08;3,54
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2020M07;2,76
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2020M06;2,55
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2020M05;4,73
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2020M04;.
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2020M03;2,54
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2020M02;2,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2020M01;2,23
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2019M12;2,37
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2019M11;2,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2019M10;1,99
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2019M09;2,32
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2019M08;3,55
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2019M07;2,97
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2019M06;2,24
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2019M05;2,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2019M04;2,47
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2019M03;1,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2019M02;2,33
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2019M01;2,43
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2018M12;2,56
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2018M11;2,25
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2018M10;2,3
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2018M09;2,34
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2018M08;3,67
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2018M07;3,06
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2018M06;2,22
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2018M05;2,15
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2018M04;2,39
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2018M03;2,29
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2018M02;2,1
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2018M01;2,27
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2017M12;2,61
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2017M11;2,14
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2017M10;2,35
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2017M09;2,31
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2017M08;3,74
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2017M07;2,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2017M06;2,19
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2017M05;2,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2017M04;2,5
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2017M03;2,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2017M02;2,23
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2017M01;2,42
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2016M12;2,3
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2016M11;2,14
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2016M10;2,33
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2016M09;2,42
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2016M08;3,79
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2016M07;2,96
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2016M06;2,37
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2016M05;2,2
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2016M04;2,16
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2016M03;2,76
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2016M02;2,25
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2016M01;2,53
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2015M12;2,32
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2015M11;2,16
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2015M10;2,3
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2015M09;2,49
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2015M08;3,64
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2015M07;3,02
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2015M06;2,24
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2015M05;2,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2015M04;2,39
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2015M03;2,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2015M02;2,27
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2015M01;2,34
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2014M12;2,33
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2014M11;2,19
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2014M10;2,13
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2014M09;2,43
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2014M08;3,58
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2014M07;2,99
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2014M06;2,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2014M05;2,21
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2014M04;2,51
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2014M03;1,85
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2014M02;1,82
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;16 País Vasco;2014M01;2,42
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2025M02;1,8
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2025M01;2,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2024M12;2,56
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2024M11;2,17
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2024M10;2,07
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2024M09;2,04
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2024M08;3,11
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2024M07;2,3
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2024M06;1,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2024M05;2,02
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2024M04;2,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2024M03;2,56
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2024M02;2,06
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2024M01;2,1
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2023M12;2,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2023M11;1,92
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2023M10;2,34
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2023M09;2,05
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2023M08;2,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2023M07;2,43
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2023M06;2,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2023M05;2,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2023M04;2,47
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2023M03;2,07
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2023M02;2,02
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2023M01;2,46
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2022M12;2,73
